customer_id,total_spent,latest_purchased_brand,latest_brand_tier,most_purchased_brand,most_purchased_brand_tier,latest_brand_name,most_purchased_brand_name
870,8309.4449,9,high,9,high,Trek,Trek
870,8309.4449,1,mid,9,high,Electra,Trek
870,8309.4449,9,high,9,high,Trek,Trek
1084,8303.3719,1,mid,9,high,Electra,Trek
1084,8303.3719,9,high,9,high,Trek,Trek
1084,8303.3719,8,high,9,high,Surly,Trek
1192,8299.9650,9,high,8,high,Trek,Surly
1192,8299.9650,8,high,8,high,Surly,Surly
1069,8280.5430,8,high,9,high,Surly,Trek
1069,8280.5430,9,high,9,high,Trek,Trek
1069,8280.5430,9,high,9,high,Trek,Trek
181,8273.9559,9,high,9,high,Trek,Trek
181,8273.9559,8,high,9,high,Surly,Trek
1236,8263.8670,9,high,9,high,Trek,Trek
1236,8263.8670,9,high,9,high,Trek,Trek
1236,8263.8670,7,mid,9,high,"Sun Bicycles",Trek
420,8204.5302,1,mid,8,high,Electra,Surly
420,8204.5302,8,high,8,high,Surly,Surly
420,8204.5302,9,high,8,high,Trek,Surly
420,8204.5302,9,high,8,high,Trek,Surly
420,8204.5302,8,high,8,high,Surly,Surly
990,8200.7267,5,mid,1,mid,Ritchey,Electra
990,8200.7267,1,mid,1,mid,Electra,Electra
990,8200.7267,9,high,1,mid,Trek,Electra
990,8200.7267,3,high,1,mid,Heller,Electra
990,8200.7267,1,mid,1,mid,Electra,Electra
800,8177.0541,1,mid,1,mid,Electra,Electra
800,8177.0541,1,mid,1,mid,Electra,Electra
800,8177.0541,9,high,1,mid,Trek,Electra
637,8127.9469,1,mid,1,mid,Electra,Electra
637,8127.9469,1,mid,1,mid,Electra,Electra
637,8127.9469,1,mid,1,mid,Electra,Electra
637,8127.9469,9,high,1,mid,Trek,Electra
637,8127.9469,1,mid,1,mid,Electra,Electra
479,8109.9505,1,mid,9,high,Electra,Trek
479,8109.9505,9,high,9,high,Trek,Trek
479,8109.9505,9,high,9,high,Trek,Trek
479,8109.9505,8,high,9,high,Surly,Trek
479,8109.9505,5,mid,9,high,Ritchey,Trek
384,8096.4455,7,mid,9,high,"Sun Bicycles",Trek
384,8096.4455,9,high,9,high,Trek,Trek
384,8096.4455,7,mid,9,high,"Sun Bicycles",Trek
384,8096.4455,9,high,9,high,Trek,Trek
808,8083.9627,9,high,9,high,Trek,Trek
808,8083.9627,8,high,9,high,Surly,Trek
808,8083.9627,9,high,9,high,Trek,Trek
173,8072.3310,2,mid,1,mid,Haro,Electra
173,8072.3310,1,mid,1,mid,Electra,Electra
173,8072.3310,7,mid,1,mid,"Sun Bicycles",Electra
173,8072.3310,1,mid,1,mid,Electra,Electra
173,8072.3310,9,high,1,mid,Trek,Electra
1435,8069.6565,8,high,1,mid,Surly,Electra
1435,8069.6565,4,low,1,mid,"Pure Cycles",Electra
1435,8069.6565,1,mid,1,mid,Electra,Electra
1435,8069.6565,9,high,1,mid,Trek,Electra
1435,8069.6565,1,mid,1,mid,Electra,Electra
991,8062.1245,4,low,4,low,"Pure Cycles","Pure Cycles"
991,8062.1245,8,high,4,low,Surly,"Pure Cycles"
991,8062.1245,4,low,4,low,"Pure Cycles","Pure Cycles"
991,8062.1245,1,mid,4,low,Electra,"Pure Cycles"
991,8062.1245,9,high,4,low,Trek,"Pure Cycles"
496,8056.7680,3,high,5,mid,Heller,Ritchey
496,8056.7680,9,high,5,mid,Trek,Ritchey
496,8056.7680,5,mid,5,mid,Ritchey,Ritchey
1060,8011.3120,8,high,8,high,Surly,Surly
1060,8011.3120,9,high,8,high,Trek,Surly
1060,8011.3120,1,mid,8,high,Electra,Surly
1148,8009.0321,1,mid,8,high,Electra,Surly
1148,8009.0321,8,high,8,high,Surly,Surly
1148,8009.0321,8,high,8,high,Surly,Surly
1148,8009.0321,9,high,8,high,Trek,Surly
1148,8009.0321,1,mid,8,high,Electra,Surly
1445,7999.9840,9,high,9,high,Trek,Trek
934,7999.9630,9,high,8,high,Trek,Surly
934,7999.9630,8,high,8,high,Surly,Surly
960,7995.8047,4,low,4,low,"Pure Cycles","Pure Cycles"
960,7995.8047,1,mid,4,low,Electra,"Pure Cycles"
960,7995.8047,9,high,4,low,Trek,"Pure Cycles"
960,7995.8047,7,mid,4,low,"Sun Bicycles","Pure Cycles"
1238,7993.8650,8,high,9,high,Surly,Trek
1238,7993.8650,9,high,9,high,Trek,Trek
878,7984.9390,1,mid,1,mid,Electra,Electra
878,7984.9390,9,high,1,mid,Trek,Electra
878,7984.9390,7,mid,1,mid,"Sun Bicycles",Electra
878,7984.9390,7,mid,1,mid,"Sun Bicycles",Electra
878,7984.9390,1,mid,1,mid,Electra,Electra
160,7975.9730,9,high,8,high,Trek,Surly
160,7975.9730,8,high,8,high,Surly,Surly
687,7971.2261,7,mid,1,mid,"Sun Bicycles",Electra
687,7971.2261,1,mid,1,mid,Electra,Electra
687,7971.2261,1,mid,1,mid,Electra,Electra
687,7971.2261,8,high,1,mid,Surly,Electra
687,7971.2261,9,high,1,mid,Trek,Electra
1360,7967.4144,4,low,9,high,"Pure Cycles",Trek
1360,7967.4144,8,high,9,high,Surly,Trek
1360,7967.4144,1,mid,9,high,Electra,Trek
1360,7967.4144,9,high,9,high,Trek,Trek
112,7952.0464,1,mid,1,mid,Electra,Electra
112,7952.0464,1,mid,1,mid,Electra,Electra
112,7952.0464,8,high,1,mid,Surly,Electra
112,7952.0464,1,mid,1,mid,Electra,Electra
916,7951.1468,1,mid,8,high,Electra,Surly
916,7951.1468,7,mid,8,high,"Sun Bicycles",Surly
916,7951.1468,8,high,8,high,Surly,Surly
916,7951.1468,9,high,8,high,Trek,Surly
1118,7947.4420,9,high,1,mid,Trek,Electra
1118,7947.4420,3,high,1,mid,Heller,Electra
1118,7947.4420,8,high,1,mid,Surly,Electra
1118,7947.4420,1,mid,1,mid,Electra,Electra
1026,7938.9374,9,high,9,high,Trek,Trek
1026,7938.9374,1,mid,9,high,Electra,Trek
1026,7938.9374,9,high,9,high,Trek,Trek
1026,7938.9374,9,high,9,high,Trek,Trek
1300,7932.9465,1,mid,1,mid,Electra,Electra
1300,7932.9465,9,high,1,mid,Trek,Electra
1300,7932.9465,1,mid,1,mid,Electra,Electra
1300,7932.9465,1,mid,1,mid,Electra,Electra
728,7918.8446,9,high,1,mid,Trek,Electra
728,7918.8446,1,mid,1,mid,Electra,Electra
728,7918.8446,5,mid,1,mid,Ritchey,Electra
728,7918.8446,1,mid,1,mid,Electra,Electra
728,7918.8446,8,high,1,mid,Surly,Electra
1406,7900.4347,1,mid,1,mid,Electra,Electra
1406,7900.4347,9,high,1,mid,Trek,Electra
1406,7900.4347,5,mid,1,mid,Ritchey,Electra
1406,7900.4347,1,mid,1,mid,Electra,Electra
727,7855.2405,4,low,1,mid,"Pure Cycles",Electra
727,7855.2405,1,mid,1,mid,Electra,Electra
727,7855.2405,3,high,1,mid,Heller,Electra
727,7855.2405,9,high,1,mid,Trek,Electra
727,7855.2405,1,mid,1,mid,Electra,Electra
1315,7848.2628,9,high,8,high,Trek,Surly
1315,7848.2628,8,high,8,high,Surly,Surly
1315,7848.2628,8,high,8,high,Surly,Surly
581,7824.0401,1,mid,1,mid,Electra,Electra
581,7824.0401,1,mid,1,mid,Electra,Electra
581,7824.0401,1,mid,1,mid,Electra,Electra
581,7824.0401,9,high,1,mid,Trek,Electra
581,7824.0401,4,low,1,mid,"Pure Cycles",Electra
453,7823.9440,9,high,9,high,Trek,Trek
453,7823.9440,1,mid,9,high,Electra,Trek
453,7823.9440,9,high,9,high,Trek,Trek
453,7823.9440,2,mid,9,high,Haro,Trek
83,7793.1507,1,mid,1,mid,Electra,Electra
83,7793.1507,4,low,1,mid,"Pure Cycles",Electra
83,7793.1507,1,mid,1,mid,Electra,Electra
83,7793.1507,9,high,1,mid,Trek,Electra
83,7793.1507,1,mid,1,mid,Electra,Electra
1274,7791.0557,1,mid,1,mid,Electra,Electra
1274,7791.0557,9,high,1,mid,Trek,Electra
1274,7791.0557,1,mid,1,mid,Electra,Electra
877,7783.4219,1,mid,1,mid,Electra,Electra
877,7783.4219,8,high,1,mid,Surly,Electra
877,7783.4219,2,mid,1,mid,Haro,Electra
877,7783.4219,1,mid,1,mid,Electra,Electra
877,7783.4219,1,mid,1,mid,Electra,Electra
545,7782.8730,9,high,9,high,Trek,Trek
545,7782.8730,7,mid,9,high,"Sun Bicycles",Trek
545,7782.8730,9,high,9,high,Trek,Trek
1081,7747.7390,1,mid,1,mid,Electra,Electra
1081,7747.7390,3,high,1,mid,Heller,Electra
1081,7747.7390,9,high,1,mid,Trek,Electra
1081,7747.7390,1,mid,1,mid,Electra,Electra
407,7719.9570,1,mid,9,high,Electra,Trek
407,7719.9570,9,high,9,high,Trek,Trek
407,7719.9570,9,high,9,high,Trek,Trek
407,7719.9570,7,mid,9,high,"Sun Bicycles",Trek
1398,7688.2721,9,high,9,high,Trek,Trek
1398,7688.2721,4,low,9,high,"Pure Cycles",Trek
1398,7688.2721,8,high,9,high,Surly,Trek
1398,7688.2721,1,mid,9,high,Electra,Trek
96,7681.1240,8,high,9,high,Surly,Trek
96,7681.1240,9,high,9,high,Trek,Trek
1052,7663.9490,9,high,9,high,Trek,Trek
1052,7663.9490,9,high,9,high,Trek,Trek
1052,7663.9490,9,high,9,high,Trek,Trek
1052,7663.9490,1,mid,9,high,Electra,Trek
859,7659.3381,9,high,9,high,Trek,Trek
859,7659.3381,7,mid,9,high,"Sun Bicycles",Trek
859,7659.3381,9,high,9,high,Trek,Trek
859,7659.3381,9,high,9,high,Trek,Trek
859,7659.3381,7,mid,9,high,"Sun Bicycles",Trek
853,7601.1547,1,mid,9,high,Electra,Trek
853,7601.1547,9,high,9,high,Trek,Trek
853,7601.1547,9,high,9,high,Trek,Trek
853,7601.1547,1,mid,9,high,Electra,Trek
853,7601.1547,4,low,9,high,"Pure Cycles",Trek
1227,7587.5154,8,high,8,high,Surly,Surly
1227,7587.5154,4,low,8,high,"Pure Cycles",Surly
1227,7587.5154,9,high,8,high,Trek,Surly
787,7575.3454,1,mid,9,high,Electra,Trek
787,7575.3454,9,high,9,high,Trek,Trek
787,7575.3454,9,high,9,high,Trek,Trek
787,7575.3454,2,mid,9,high,Haro,Trek
787,7575.3454,2,mid,9,high,Haro,Trek
69,7568.9310,1,mid,9,high,Electra,Trek
69,7568.9310,9,high,9,high,Trek,Trek
69,7568.9310,6,low,9,high,Strider,Trek
529,7568.0544,9,high,8,high,Trek,Surly
529,7568.0544,4,low,8,high,"Pure Cycles",Surly
529,7568.0544,8,high,8,high,Surly,Surly
529,7568.0544,1,mid,8,high,Electra,Surly
128,7536.1622,1,mid,9,high,Electra,Trek
128,7536.1622,9,high,9,high,Trek,Trek
128,7536.1622,9,high,9,high,Trek,Trek
269,7526.0367,1,mid,7,mid,Electra,"Sun Bicycles"
269,7526.0367,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
269,7526.0367,9,high,7,mid,Trek,"Sun Bicycles"
269,7526.0367,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
1249,7520.0371,8,high,9,high,Surly,Trek
1249,7520.0371,9,high,9,high,Trek,Trek
1249,7520.0371,5,mid,9,high,Ritchey,Trek
1249,7520.0371,7,mid,9,high,"Sun Bicycles",Trek
1249,7520.0371,9,high,9,high,Trek,Trek
225,7486.3314,1,mid,8,high,Electra,Surly
225,7486.3314,9,high,8,high,Trek,Surly
225,7486.3314,7,mid,8,high,"Sun Bicycles",Surly
225,7486.3314,8,high,8,high,Surly,Surly
1307,7482.1364,9,high,1,mid,Trek,Electra
1307,7482.1364,1,mid,1,mid,Electra,Electra
1307,7482.1364,1,mid,1,mid,Electra,Electra
1307,7482.1364,1,mid,1,mid,Electra,Electra
390,7439.9814,9,high,9,high,Trek,Trek
1370,7439.9814,9,high,9,high,Trek,Trek
308,7394.9644,9,high,1,mid,Trek,Electra
308,7394.9644,8,high,1,mid,Surly,Electra
308,7394.9644,1,mid,1,mid,Electra,Electra
308,7394.9644,1,mid,1,mid,Electra,Electra
472,7350.4645,1,mid,1,mid,Electra,Electra
472,7350.4645,9,high,1,mid,Trek,Electra
472,7350.4645,1,mid,1,mid,Electra,Electra
1245,7345.7374,1,mid,1,mid,Electra,Electra
1245,7345.7374,1,mid,1,mid,Electra,Electra
1245,7345.7374,8,high,1,mid,Surly,Electra
1245,7345.7374,9,high,1,mid,Trek,Electra
1125,7339.4195,9,high,1,mid,Trek,Electra
1125,7339.4195,1,mid,1,mid,Electra,Electra
1125,7339.4195,1,mid,1,mid,Electra,Electra
1125,7339.4195,1,mid,1,mid,Electra,Electra
1125,7339.4195,7,mid,1,mid,"Sun Bicycles",Electra
793,7327.0401,1,mid,1,mid,Electra,Electra
793,7327.0401,7,mid,1,mid,"Sun Bicycles",Electra
793,7327.0401,1,mid,1,mid,Electra,Electra
793,7327.0401,8,high,1,mid,Surly,Electra
793,7327.0401,7,mid,1,mid,"Sun Bicycles",Electra
1043,7256.7738,9,high,9,high,Trek,Trek
1043,7256.7738,9,high,9,high,Trek,Trek
1043,7256.7738,7,mid,9,high,"Sun Bicycles",Trek
675,7253.6195,1,mid,1,mid,Electra,Electra
675,7253.6195,1,mid,1,mid,Electra,Electra
675,7253.6195,9,high,1,mid,Trek,Electra
675,7253.6195,1,mid,1,mid,Electra,Electra
675,7253.6195,7,mid,1,mid,"Sun Bicycles",Electra
540,7251.9655,9,high,9,high,Trek,Trek
540,7251.9655,8,high,9,high,Surly,Trek
540,7251.9655,9,high,9,high,Trek,Trek
268,7211.7234,4,low,4,low,"Pure Cycles","Pure Cycles"
268,7211.7234,1,mid,4,low,Electra,"Pure Cycles"
268,7211.7234,9,high,4,low,Trek,"Pure Cycles"
268,7211.7234,7,mid,4,low,"Sun Bicycles","Pure Cycles"
394,7184.9724,9,high,8,high,Trek,Surly
394,7184.9724,8,high,8,high,Surly,Surly
782,7183.3227,9,high,9,high,Trek,Trek
782,7183.3227,9,high,9,high,Trek,Trek
782,7183.3227,7,mid,9,high,"Sun Bicycles",Trek
354,7179.9832,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
354,7179.9832,2,mid,7,mid,Haro,"Sun Bicycles"
354,7179.9832,9,high,7,mid,Trek,"Sun Bicycles"
354,7179.9832,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
726,7176.2149,1,mid,1,mid,Electra,Electra
726,7176.2149,1,mid,1,mid,Electra,Electra
726,7176.2149,9,high,1,mid,Trek,Electra
726,7176.2149,8,high,1,mid,Surly,Electra
726,7176.2149,4,low,1,mid,"Pure Cycles",Electra
76,7168.4778,7,mid,1,mid,"Sun Bicycles",Electra
76,7168.4778,2,mid,1,mid,Haro,Electra
76,7168.4778,9,high,1,mid,Trek,Electra
76,7168.4778,1,mid,1,mid,Electra,Electra
76,7168.4778,9,high,1,mid,Trek,Electra
1120,7159.9557,9,high,9,high,Trek,Trek
1120,7159.9557,9,high,9,high,Trek,Trek
1120,7159.9557,7,mid,9,high,"Sun Bicycles",Trek
1120,7159.9557,8,high,9,high,Surly,Trek
1162,7157.3531,9,high,9,high,Trek,Trek
1162,7157.3531,1,mid,9,high,Electra,Trek
1162,7157.3531,9,high,9,high,Trek,Trek
84,7154.5445,7,mid,9,high,"Sun Bicycles",Trek
84,7154.5445,1,mid,9,high,Electra,Trek
84,7154.5445,9,high,9,high,Trek,Trek
84,7154.5445,9,high,9,high,Trek,Trek
7,7147.1629,9,high,9,high,Trek,Trek
242,7143.6644,9,high,9,high,Trek,Trek
242,7143.6644,8,high,9,high,Surly,Trek
242,7143.6644,9,high,9,high,Trek,Trek
1151,7139.9540,1,mid,1,mid,Electra,Electra
1151,7139.9540,9,high,1,mid,Trek,Electra
1151,7139.9540,1,mid,1,mid,Electra,Electra
985,7130.5405,1,mid,1,mid,Electra,Electra
985,7130.5405,9,high,1,mid,Trek,Electra
985,7130.5405,7,mid,1,mid,"Sun Bicycles",Electra
985,7130.5405,1,mid,1,mid,Electra,Electra
985,7130.5405,1,mid,1,mid,Electra,Electra
672,7111.0354,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
672,7111.0354,2,mid,7,mid,Haro,"Sun Bicycles"
672,7111.0354,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
672,7111.0354,9,high,7,mid,Trek,"Sun Bicycles"
569,7105.7751,8,high,8,high,Surly,Surly
569,7105.7751,5,mid,8,high,Ritchey,Surly
569,7105.7751,9,high,8,high,Trek,Surly
569,7105.7751,8,high,8,high,Surly,Surly
569,7105.7751,1,mid,8,high,Electra,Surly
1150,7091.9367,2,mid,9,high,Haro,Trek
1150,7091.9367,9,high,9,high,Trek,Trek
1150,7091.9367,8,high,9,high,Surly,Trek
1150,7091.9367,9,high,9,high,Trek,Trek
125,7067.9628,9,high,1,mid,Trek,Electra
125,7067.9628,1,mid,1,mid,Electra,Electra
1230,7063.4639,2,mid,9,high,Haro,Trek
1230,7063.4639,1,mid,9,high,Electra,Trek
1230,7063.4639,9,high,9,high,Trek,Trek
1422,7049.6730,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
1422,7049.6730,9,high,7,mid,Trek,"Sun Bicycles"
1314,7045.1564,9,high,1,mid,Trek,Electra
1314,7045.1564,1,mid,1,mid,Electra,Electra
1314,7045.1564,8,high,1,mid,Surly,Electra
1314,7045.1564,1,mid,1,mid,Electra,Electra
538,7042.6724,9,high,8,high,Trek,Surly
538,7042.6724,4,low,8,high,"Pure Cycles",Surly
538,7042.6724,8,high,8,high,Surly,Surly
538,7042.6724,8,high,8,high,Surly,Surly
538,7042.6724,1,mid,8,high,Electra,Surly
665,7040.8464,9,high,9,high,Trek,Trek
665,7040.8464,7,mid,9,high,"Sun Bicycles",Trek
665,7040.8464,8,high,9,high,Surly,Trek
626,7022.9624,9,high,1,mid,Trek,Electra
626,7022.9624,1,mid,1,mid,Electra,Electra
1372,7021.1487,7,mid,8,high,"Sun Bicycles",Surly
1372,7021.1487,1,mid,8,high,Electra,Surly
1372,7021.1487,9,high,8,high,Trek,Surly
1372,7021.1487,8,high,8,high,Surly,Surly
417,7004.8410,2,mid,7,mid,Haro,"Sun Bicycles"
417,7004.8410,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
417,7004.8410,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
417,7004.8410,9,high,7,mid,Trek,"Sun Bicycles"
51,7000.0580,8,high,8,high,Surly,Surly
51,7000.0580,9,high,8,high,Trek,Surly
1442,6987.2487,9,high,1,mid,Trek,Electra
1442,6987.2487,1,mid,1,mid,Electra,Electra
1442,6987.2487,4,low,1,mid,"Pure Cycles",Electra
1442,6987.2487,7,mid,1,mid,"Sun Bicycles",Electra
1442,6987.2487,1,mid,1,mid,Electra,Electra
57,6981.9401,9,high,9,high,Trek,Trek
57,6981.9401,2,mid,9,high,Haro,Trek
922,6978.7151,8,high,9,high,Surly,Trek
922,6978.7151,7,mid,9,high,"Sun Bicycles",Trek
922,6978.7151,9,high,9,high,Trek,Trek
922,6978.7151,9,high,9,high,Trek,Trek
922,6978.7151,7,mid,9,high,"Sun Bicycles",Trek
491,6971.5537,2,mid,2,mid,Haro,Haro
491,6971.5537,9,high,2,mid,Trek,Haro
491,6971.5537,1,mid,2,mid,Electra,Haro
107,6961.0917,9,high,9,high,Trek,Trek
107,6961.0917,9,high,9,high,Trek,Trek
107,6961.0917,4,low,9,high,"Pure Cycles",Trek
107,6961.0917,4,low,9,high,"Pure Cycles",Trek
481,6947.9474,1,mid,1,mid,Electra,Electra
481,6947.9474,1,mid,1,mid,Electra,Electra
481,6947.9474,9,high,1,mid,Trek,Electra
895,6929.1049,1,mid,1,mid,Electra,Electra
895,6929.1049,9,high,1,mid,Trek,Electra
895,6929.1049,8,high,1,mid,Surly,Electra
895,6929.1049,1,mid,1,mid,Electra,Electra
349,6912.1715,8,high,8,high,Surly,Surly
349,6912.1715,9,high,8,high,Trek,Surly
218,6902.4650,8,high,9,high,Surly,Trek
218,6902.4650,4,low,9,high,"Pure Cycles",Trek
218,6902.4650,9,high,9,high,Trek,Trek
218,6902.4650,1,mid,9,high,Electra,Trek
754,6887.1357,9,high,9,high,Trek,Trek
754,6887.1357,1,mid,9,high,Electra,Trek
754,6887.1357,9,high,9,high,Trek,Trek
754,6887.1357,9,high,9,high,Trek,Trek
754,6887.1357,8,high,9,high,Surly,Trek
314,6872.9437,9,high,9,high,Trek,Trek
314,6872.9437,1,mid,9,high,Electra,Trek
314,6872.9437,9,high,9,high,Trek,Trek
314,6872.9437,1,mid,9,high,Electra,Trek
276,6866.9384,9,high,1,mid,Trek,Electra
276,6866.9384,1,mid,1,mid,Electra,Electra
276,6866.9384,1,mid,1,mid,Electra,Electra
276,6866.9384,1,mid,1,mid,Electra,Electra
151,6863.6268,2,mid,1,mid,Haro,Electra
151,6863.6268,1,mid,1,mid,Electra,Electra
866,6843.9442,1,mid,9,high,Electra,Trek
866,6843.9442,9,high,9,high,Trek,Trek
866,6843.9442,9,high,9,high,Trek,Trek
866,6843.9442,9,high,9,high,Trek,Trek
176,6829.7092,1,mid,1,mid,Electra,Electra
176,6829.7092,9,high,1,mid,Trek,Electra
176,6829.7092,1,mid,1,mid,Electra,Electra
176,6829.7092,9,high,1,mid,Trek,Electra
176,6829.7092,8,high,1,mid,Surly,Electra
837,6829.5310,7,mid,1,mid,"Sun Bicycles",Electra
837,6829.5310,8,high,1,mid,Surly,Electra
837,6829.5310,1,mid,1,mid,Electra,Electra
837,6829.5310,1,mid,1,mid,Electra,Electra
837,6829.5310,9,high,1,mid,Trek,Electra
1015,6824.9724,9,high,9,high,Trek,Trek
1015,6824.9724,9,high,9,high,Trek,Trek
316,6815.9474,1,mid,1,mid,Electra,Electra
316,6815.9474,9,high,1,mid,Trek,Electra
316,6815.9474,1,mid,1,mid,Electra,Electra
505,6813.7535,7,mid,1,mid,"Sun Bicycles",Electra
505,6813.7535,1,mid,1,mid,Electra,Electra
505,6813.7535,1,mid,1,mid,Electra,Electra
490,6804.9580,8,high,7,mid,Surly,"Sun Bicycles"
490,6804.9580,9,high,7,mid,Trek,"Sun Bicycles"
490,6804.9580,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
490,6804.9580,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
689,6803.9719,9,high,9,high,Trek,Trek
689,6803.9719,9,high,9,high,Trek,Trek
689,6803.9719,1,mid,9,high,Electra,Trek
1248,6794.0820,9,high,9,high,Trek,Trek
1248,6794.0820,8,high,9,high,Surly,Trek
948,6793.9655,9,high,9,high,Trek,Trek
948,6793.9655,1,mid,9,high,Electra,Trek
948,6793.9655,9,high,9,high,Trek,Trek
1089,6784.9567,9,high,9,high,Trek,Trek
1089,6784.9567,9,high,9,high,Trek,Trek
1089,6784.9567,1,mid,9,high,Electra,Trek
1426,6782.3368,1,mid,1,mid,Electra,Electra
1426,6782.3368,7,mid,1,mid,"Sun Bicycles",Electra
1426,6782.3368,9,high,1,mid,Trek,Electra
1426,6782.3368,1,mid,1,mid,Electra,Electra
1426,6782.3368,2,mid,1,mid,Haro,Electra
1159,6764.5727,9,high,9,high,Trek,Trek
1159,6764.5727,4,low,9,high,"Pure Cycles",Trek
1159,6764.5727,1,mid,9,high,Electra,Trek
702,6762.1399,9,high,9,high,Trek,Trek
702,6762.1399,2,mid,9,high,Haro,Trek
702,6762.1399,1,mid,9,high,Electra,Trek
702,6762.1399,9,high,9,high,Trek,Trek
702,6762.1399,9,high,9,high,Trek,Trek
1158,6754.9376,9,high,1,mid,Trek,Electra
1158,6754.9376,1,mid,1,mid,Electra,Electra
1158,6754.9376,7,mid,1,mid,"Sun Bicycles",Electra
1158,6754.9376,1,mid,1,mid,Electra,Electra
1158,6754.9376,9,high,1,mid,Trek,Electra
631,6749.9734,9,high,9,high,Trek,Trek
631,6749.9734,1,mid,9,high,Electra,Trek
366,6744.7740,8,high,9,high,Surly,Trek
366,6744.7740,9,high,9,high,Trek,Trek
1006,6723.0765,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
1006,6723.0765,2,mid,7,mid,Haro,"Sun Bicycles"
1006,6723.0765,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
1006,6723.0765,1,mid,7,mid,Electra,"Sun Bicycles"
1006,6723.0765,9,high,7,mid,Trek,"Sun Bicycles"
1126,6718.5542,9,high,9,high,Trek,Trek
1126,6718.5542,9,high,9,high,Trek,Trek
1126,6718.5542,9,high,9,high,Trek,Trek
1126,6718.5542,1,mid,9,high,Electra,Trek
896,6715.4340,8,high,3,high,Surly,Heller
896,6715.4340,9,high,3,high,Trek,Heller
896,6715.4340,1,mid,3,high,Electra,Heller
896,6715.4340,3,high,3,high,Heller,Heller
1012,6712.8464,8,high,9,high,Surly,Trek
1012,6712.8464,9,high,9,high,Trek,Trek
1012,6712.8464,3,high,9,high,Heller,Trek
1012,6712.8464,1,mid,9,high,Electra,Trek
1122,6701.4550,1,mid,1,mid,Electra,Electra
1122,6701.4550,1,mid,1,mid,Electra,Electra
1122,6701.4550,9,high,1,mid,Trek,Electra
1122,6701.4550,1,mid,1,mid,Electra,Electra
56,6680.4439,9,high,9,high,Trek,Trek
56,6680.4439,9,high,9,high,Trek,Trek
220,6672.2947,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
220,6672.2947,7,mid,7,mid,"Sun Bicycles","Sun Bicycles"
220,6672.2947,1,mid,7,mid,Electra,"Sun Bicycles"
220,6672.2947,8,high,7,mid,Surly,"Sun Bicycles"
220,6672.2947,3,high,7,mid,Heller,"Sun Bicycles"
379,6671.6012,7,mid,9,high,"Sun Bicycles",Trek
379,6671.6012,9,high,9,high,Trek,Trek
717,6659.9627,9,high,9,high,Trek,Trek
717,6659.9627,1,mid,9,high,Electra,Trek
717,6659.9627,9,high,9,high,Trek,Trek
1137,6654.4734,8,high,8,high,Surly,Surly
1137,6654.4734,9,high,8,high,Trek,Surly
1137,6654.4734,1,mid,8,high,Electra,Surly
367,6602.9505,1,mid,9,high,Electra,Trek
367,6602.9505,9,high,9,high,Trek,Trek
367,6602.9505,9,high,9,high,Trek,Trek
367,6602.9505,9,high,9,high,Trek,Trek
367,6602.9505,2,mid,9,high,Haro,Trek
1424,6591.9760,9,high,2,mid,Trek,Haro
1424,6591.9760,2,mid,2,mid,Haro,Haro
372,6578.9654,8,high,8,high,Surly,Surly
372,6578.9654,9,high,8,high,Trek,Surly
372,6578.9654,7,mid,8,high,"Sun Bicycles",Surly
571,6578.9291,1,mid,1,mid,Electra,Electra
571,6578.9291,9,high,1,mid,Trek,Electra
571,6578.9291,1,mid,1,mid,Electra,Electra
571,6578.9291,9,high,1,mid,Trek,Electra
571,6578.9291,1,mid,1,mid,Electra,Electra
1359,6543.0622,9,high,5,mid,Trek,Ritchey
1359,6543.0622,5,mid,5,mid,Ritchey,Ritchey
1359,6543.0622,8,high,5,mid,Surly,Ritchey
1359,6543.0622,1,mid,5,mid,Electra,Ritchey
999,6530.9119,1,mid,9,high,Electra,Trek
999,6530.9119,9,high,9,high,Trek,Trek
999,6530.9119,8,high,9,high,Surly,Trek
768,6515.9550,1,mid,8,high,Electra,Surly
768,6515.9550,9,high,8,high,Trek,Surly
768,6515.9550,8,high,8,high,Surly,Surly
1347,6495.9720,1,mid,9,high,Electra,Trek
1347,6495.9720,9,high,9,high,Trek,Trek
306,6489.5650,8,high,8,high,Surly,Surly
306,6489.5650,8,high,8,high,Surly,Surly
306,6489.5650,9,high,8,high,Trek,Surly
568,6479.9440,9,high,1,mid,Trek,Electra
568,6479.9440,1,mid,1,mid,Electra,Electra
568,6479.9440,1,mid,1,mid,Electra,Electra
568,6479.9440,1,mid,1,mid,Electra,Electra
646,6468.2263,1,mid,1,mid,Electra,Electra
